station,valid,metar
EGKK,2024-10-23 17:20,EGKK 231720Z 13003KT CAVOK 13/11 Q1029
EGKK,2024-10-23 17:50,EGKK 231750Z 13004KT CAVOK 12/10 Q1029
EGKK,2024-10-23 18:20,EGKK 231820Z 10003KT CAVOK 11/10 Q1029
EGKK,2024-10-23 18:50,EGKK 231850Z 08003KT CAVOK 10/10 Q1029
EGKK,2024-10-23 19:20,EGKK 231920Z 08004KT CAVOK 09/09 Q1029
EGKK,2024-10-23 19:50,EGKK 231950Z 08003KT CAVOK 09/09 Q1029
EGKK,2024-10-23 20:20,EGKK 232020Z 09004KT CAVOK 09/09 Q1029
EGKK,2024-10-23 20:50,EGKK 232050Z 07004KT CAVOK 08/08 Q1028
EGKK,2024-10-23 21:20,EGKK 232120Z 06003KT CAVOK 08/08 Q1028
EGKK,2024-10-23 21:50,EGKK 232150Z 07004KT 9999 MIFG NSC 08/08 Q1028
EGKK,2024-10-23 22:20,COR EGKK 232220Z 08004KT 9999 2500W R08R/0650D PRFG FEW010 08/08 Q1027
EGKK,2024-10-23 22:50,EGKK 232250Z 06004KT 8000 R08R/1400U BCFG FEW006 07/07 Q1027
EGKK,2024-10-23 23:20,EGKK 232320Z 07004KT 8000 R08R/1200D BCFG NSC 07/07 Q1027
EGKK,2024-10-23 23:50,EGKK 232350Z 13005KT 9999 VCFG NSC 11/11 Q1026
EGKK,2024-10-24 00:20,EGKK 240020Z 13004KT 9999 VCFG NSC 11/11 Q1026
EGKK,2024-10-24 00:50,EGKK 240050Z 13003KT 110V180 9999 VCFG NSC 11/10 Q1026
EGKK,2024-10-24 01:20,EGKK 240120Z VRB01KT 9999 VCFG NSC 07/07 Q1025
EGKK,2024-10-24 01:50,EGKK 240150Z VRB02KT 9999 VCFG NSC 06/06 Q1025
EGKK,2024-10-24 02:20,EGKK 240220Z 07006KT 9999 VCFG NSC 06/05 Q1024
EGKK,2024-10-24 02:50,EGKK 240250Z 06004KT 9999 4000W R08R/0650D BCFG NSC 06/06 Q1024
EGKK,2024-10-24 03:20,EGKK 240320Z VRB01KT 9999 4000W R08R/0800N BCFG NSC 05/05 Q1023
EGKK,2024-10-24 03:50,EGKK 240350Z 08005KT 9999 R08R/1200D VCFG NSC 05/05 Q1023
EGKK,2024-10-24 04:20,EGKK 240420Z 07005KT 9999 VCFG NSC 04/04 Q1023
EGKK,2024-10-24 04:50,EGKK 240450Z 08005KT CAVOK 04/04 Q1022
EGKK,2024-10-24 05:20,EGKK 240520Z 09004KT CAVOK 04/04 Q1022
EGKK,2024-10-24 05:50,EGKK 240550Z 07004KT CAVOK 05/05 Q1022
EGKK,2024-10-24 06:20,EGKK 240620Z 07004KT 9999 VCFG NSC 05/05 Q1022
EGKK,2024-10-24 06:50,EGKK 240650Z 08005KT 9999 VCFG NSC 04/04 Q1022
EGKK,2024-10-24 07:20,EGKK 240720Z 07004KT 9999 VCFG NSC 05/05 Q1021
EGKK,2024-10-24 07:50,EGKK 240750Z 07004KT 9999 VCFG NSC 07/07 Q1021
EGKK,2024-10-24 08:20,EGKK 240820Z 07005KT 9999 VCFG FEW016 08/08 Q1021
EGKK,2024-10-24 08:50,EGKK 240850Z 07005KT 9999 VCFG FEW016 10/10 Q1021
EGKK,2024-10-24 09:20,EGKK 240920Z 10005KT 060V150 9999 FEW011 12/12 Q1021
EGKK,2024-10-24 09:50,EGKK 240950Z 14007KT 110V180 9999 FEW013 14/12 Q1020
EGKK,2024-10-24 10:20,EGKK 241020Z 14007KT 110V180 9999 FEW013 15/12 Q1020
EGKK,2024-10-24 10:50,EGKK 241050Z 15007KT 110V190 9999 FEW014 16/12 Q1020
EGKK,2024-10-24 11:20,EGKK 241120Z 15010KT 9999 FEW020 16/12 Q1019
EGKK,2024-10-24 11:50,EGKK 241150Z 15009KT 110V200 9999 FEW022 17/12 Q1019
EGKK,2024-10-24 12:20,EGKK 241220Z 16008KT 130V190 9999 FEW024 17/12 Q1018
EGKK,2024-10-24 12:50,EGKK 241250Z 17008KT 130V200 9999 FEW025 17/12 Q1018
EGKK,2024-10-24 13:20,EGKK 241320Z 17010KT 130V210 9999 FEW024 17/11 Q1017
EGKK,2024-10-24 13:50,EGKK 241350Z 17009KT 130V210 9999 FEW024 17/12 Q1017
EGKK,2024-10-24 14:20,EGKK 241420Z 14008KT 9999 FEW021 17/12 Q1016
EGKK,2024-10-24 14:50,EGKK 241450Z 15007KT 110V200 9999 FEW021 16/12 Q1016
EGKK,2024-10-24 15:20,EGKK 241520Z 15008KT 110V170 9999 FEW017 16/12 Q1016
EGKK,2024-10-24 15:50,EGKK 241550Z 13005KT 9999 SCT017 15/12 Q1016
EGKK,2024-10-24 16:20,EGKK 241620Z 13008KT 100V160 9999 BKN015 15/12 Q1016
EGKK,2024-10-24 16:50,EGKK 241650Z 12006KT 090V160 9999 FEW011 BKN018 14/12 Q1016
EGKK,2024-10-24 17:20,EGKK 241720Z 13005KT 090V150 9999 BKN019 14/12 Q1016
EGKK,2024-10-24 17:50,EGKK 241750Z 12005KT 9999 BKN020 14/12 Q1016
EGKK,2024-10-24 18:20,EGKK 241820Z 12004KT 9999 BKN020 14/13 Q1016
EGKK,2024-10-24 18:50,EGKK 241850Z 10003KT 9999 BKN020 13/12 Q1015
EGKK,2024-10-24 19:20,EGKK 241920Z 06004KT 9999 BKN020 13/12 Q1015
EGKK,2024-10-24 19:50,EGKK 241950Z 09004KT 9999 BKN018 12/12 Q1015
EGKK,2024-10-24 20:20,EGKK 242020Z 08004KT 9999 BKN016 12/12 Q1015
EGKK,2024-10-24 20:50,EGKK 242050Z 08004KT 8000 BKN015 12/12 Q1015
EGKK,2024-10-24 21:20,EGKK 242120Z 08003KT 7000 FEW008 BKN014 12/12 Q1015
EGKK,2024-10-24 21:50,EGKK 242150Z 08004KT 7000 3000N BR SCT006 11/11 Q1014
EGKK,2024-10-24 22:20,EGKK 242220Z 08004KT 6000 SCT005 11/11 Q1014
EGKK,2024-10-24 22:50,EGKK 242250Z 07004KT 5000 BR BKN004 11/11 Q1014
EGKK,2024-10-24 23:20,EGKK 242320Z 07003KT 2500 BR SCT003 11/11 Q1014
EGKK,2024-10-24 23:50,EGKK 242350Z 08003KT 0800 R08R/P1500N FG SCT002 11/11 Q1013
EGKK,2024-10-25 00:20,EGKK 250020Z 09005KT 0500 R08R/0450N FG NSC 11/11 Q1013
EGKK,2024-10-25 00:50,EGKK 250050Z 07003KT 0250 R08R/0600U FG BKN001 11/11 Q1013
EGKK,2024-10-25 01:20,EGKK 250120Z 08004KT 0150 R08R/0325N FG BKN001 11/11 Q1013
EGKK,2024-10-25 01:50,EGKK 250150Z 07003KT 0150 R08R/0250N FG NSC 11/11 Q1013
EGKK,2024-10-25 02:20,EGKK 250220Z VRB02KT 0200 R08R/0325N FG BKN001 11/11 Q1013
EGKK,2024-10-25 02:50,EGKK 250250Z 10004KT 0400 R08R/0500N FG NSC 11/11 Q1012
EGKK,2024-10-25 03:20,EGKK 250320Z 09004KT 0350 R08R/0600N FG NSC 11/11 Q1012
EGKK,2024-10-25 03:50,EGKK 250350Z 09003KT 0400 R08R/0600N FG NSC 11/11 Q1012
EGKK,2024-10-25 04:20,EGKK 250420Z 09004KT 0400 R08R/0500N FG NSC 11/11 Q1012
EGKK,2024-10-25 04:50,EGKK 250450Z 07002KT 0300 R08R/0900N FG NSC 11/11 Q1012
EGKK,2024-10-25 05:20,EGKK 250520Z 10003KT 0450 R08R/1100U FG FEW025 12/12 Q1012
EGKK,2024-10-25 05:50,EGKK 250550Z 06004KT 0900 R08R/P1500N FG FEW023 11/11 Q1012
EGKK,2024-10-25 06:20,EGKK 250620Z 09004KT 0500 R08R/1400N FG BKN002 12/12 Q1012
EGKK,2024-10-25 06:50,EGKK 250650Z 09003KT 2500 BR FEW003 BKN006 12/12 Q1012
EGKK,2024-10-25 07:20,EGKK 250720Z 07004KT 5000 BR BKN006 13/13 Q1012
EGKK,2024-10-25 07:50,EGKK 250750Z 10004KT 6000 BKN006 14/14 Q1012
EGKK,2024-10-25 08:20,EGKK 250820Z 06004KT 7000 BKN006 14/14 Q1013
EGKK,2024-10-25 08:50,EGKK 250850Z 09004KT 060V150 7000 SCT006 BKN008 15/15 Q1013
EGKK,2024-10-25 09:20,EGKK 250920Z 13006KT 100V160 9000 BKN007 15/15 Q1013
EGKK,2024-10-25 09:50,EGKK 250950Z 14006KT 100V170 9000 BKN007 16/15 Q1013
EGKK,2024-10-25 10:20,EGKK 251020Z 13005KT 100V160 8000 BKN007 16/15 Q1013
EGKK,2024-10-25 10:50,EGKK 251050Z 13005KT 9000 SCT007 BKN008 16/15 Q1013
EGKK,2024-10-25 11:20,EGKK 251120Z 13005KT 9000 BKN007 16/15 Q1013
EGKK,2024-10-25 11:50,EGKK 251150Z 14006KT 9000 VCSH BKN007 16/15 Q1013
EGKK,2024-10-25 12:20,EGKK 251220Z 12005KT 9000 -RA BKN006 16/15 Q1013
EGKK,2024-10-25 12:50,EGKK 251250Z 13005KT 8000 -RA BKN006 16/15 Q1013
EGKK,2024-10-25 13:20,EGKK 251320Z 15004KT 120V180 6000 -RADZ BKN006 15/15 Q1013
EGKK,2024-10-25 13:50,EGKK 251350Z 14003KT 100V190 7000 -RA BKN007 16/15 Q1013
EGKK,2024-10-25 14:20,EGKK 251420Z 22004KT 180V250 9999 BKN015 14/14 Q1013
EGKK,2024-10-25 14:50,EGKK 251450Z 21003KT 9999 BKN022 14/14 Q1014
EGKK,2024-10-25 15:20,EGKK 251520Z 18003KT 150V240 9999 BKN026 14/13 Q1014
EGKK,2024-10-25 15:50,EGKK 251550Z 21003KT 180V240 9999 BKN030 14/14 Q1014
EGKK,2024-10-25 16:20,EGKK 251620Z VRB02KT 9999 BKN033 14/13 Q1015
EGKK,2024-10-25 16:50,EGKK 251650Z VRB02KT 9999 BKN046 14/13 Q1015
EGKK,2024-10-25 17:20,EGKK 251720Z VRB02KT 9999 BKN044 14/13 Q1015
EGKK,2024-10-25 17:50,EGKK 251750Z VRB02KT CAVOK 14/13 Q1016
EGKK,2024-10-25 18:20,EGKK 251820Z VRB02KT CAVOK 13/12 Q1016
EGKK,2024-10-25 18:50,EGKK 251850Z VRB02KT CAVOK 12/12 Q1016
EGKK,2024-10-25 19:20,EGKK 251920Z 10002KT CAVOK 12/11 Q1016
EGKK,2024-10-25 19:50,EGKK 251950Z 16001KT CAVOK 11/11 Q1016
EGKK,2024-10-25 20:20,EGKK 252020Z 09001KT CAVOK 11/11 Q1016
EGKK,2024-10-25 20:50,EGKK 252050Z 11002KT CAVOK 11/11 Q1017
EGKK,2024-10-25 21:20,EGKK 252120Z 11002KT CAVOK 11/11 Q1017
EGKK,2024-10-25 21:50,EGKK 252150Z 11001KT 8000 1800W PRFG NSC 11/11 Q1017
EGKK,2024-10-25 22:20,EGKK 252220Z 00000KT 5000 1800W BR BCFG FEW009 10/10 Q1017
EGKK,2024-10-25 22:50,EGKK 252250Z VRB02KT 5000 1600W BR BCFG FEW003 10/10 Q1017
EGKK,2024-10-25 23:20,EGKK 252320Z 10001KT 5000 1200S R26L/P1500N BR BCFG FEW005 09/09 Q1017
EGKK,2024-10-25 23:50,EGKK 252350Z VRB01KT 4000 0900W R26L/P1500N BR BCFG FEW003 09/09 Q1017
EGKK,2024-10-26 00:20,EGKK 260020Z VRB01KT 1100 0650W R26L/P1500U BR PRFG SCT002 08/08 Q1017
EGKK,2024-10-26 00:50,EGKK 260050Z VRB01KT 4000 1000W R26L/P1500N BR BCFG FEW002 08/08 Q1017
EGKK,2024-10-26 01:20,EGKK 260120Z VRB01KT 1400 R26L/P1500N BCFG FEW006 08/08 Q1017
EGKK,2024-10-26 01:50,EGKK 260150Z 23001KT 1800 BR NSC 08/08 Q1017
EGKK,2024-10-26 02:20,EGKK 260220Z 26002KT 3500 BR NSC 09/09 Q1017
EGKK,2024-10-26 02:50,EGKK 260250Z 00000KT 4000 BR NSC 09/09 Q1016
EGKK,2024-10-26 03:20,EGKK 260320Z 31001KT 2000 BR SCT002 09/09 Q1016
EGKK,2024-10-26 03:50,COR EGKK 260350Z 08003KT 2500 1000SE R26L/P1500N PRFG BR SCT002 09/09 Q1016
EGKK,2024-10-26 04:20,EGKK 260420Z 07003KT 2500 BCFG BR BKN002 09/09 Q1016
EGKK,2024-10-26 04:50,EGKK 260450Z 07003KT 3000 BCFG BR SCT003 09/09 Q1016
EGKK,2024-10-26 05:20,EGKK 260520Z 04003KT 3500 BR FEW003 09/09 Q1016
EGKK,2024-10-26 05:50,EGKK 260550Z 09004KT 2500 0800S R08R/P1500N PRFG BR FEW002 09/09 Q1016
EGKK,2024-10-26 06:20,EGKK 260620Z 25001KT 2100 0900SE R08R/P1500N BCFG SCT002 09/09 Q1016
EGKK,2024-10-26 06:50,EGKK 260650Z 08004KT 4000 BR VCFG FEW002 09/09 Q1016
EGKK,2024-10-26 07:20,EGKK 260720Z 21001KT 7000 VCFG FEW001 09/09 Q1016
EGKK,2024-10-26 07:50,EGKK 260750Z VRB01KT 9000 VCFG NSC 10/10 Q1016
EGKK,2024-10-26 08:20,EGKK 260820Z VRB01KT 8000 VCFG FEW038 10/10 Q1016
EGKK,2024-10-26 08:50,EGKK 260850Z VRB02KT 9000 VCFG BKN036 11/11 Q1016
EGKK,2024-10-26 09:20,EGKK 260920Z VRB01KT 9999 -DZ FEW003 BKN033 11/11 Q1016
EGKK,2024-10-26 09:50,EGKK 260950Z VRB02KT 9000 -DZ FEW014 BKN029 11/11 Q1016
EGKK,2024-10-26 10:20,EGKK 261020Z VRB02KT 9000 FEW005 BKN029 12/12 Q1016
EGKK,2024-10-26 10:50,EGKK 261050Z 10003KT 9000 FEW005 BKN026 12/12 Q1016
EGKK,2024-10-26 11:20,EGKK 261120Z VRB02KT 9999 FEW003 BKN019 13/13 Q1016
EGKK,2024-10-26 11:50,EGKK 261150Z VRB01KT 5000 -DZRA SCT003 BKN015 13/13 Q1015
EGKK,2024-10-26 12:20,EGKK 261220Z VRB02KT 6000 -DZ FEW007 BKN016 13/13 Q1015
EGKK,2024-10-26 12:50,EGKK 261250Z 29005KT 7000 FEW006 BKN018 14/13 Q1015
EGKK,2024-10-26 13:20,EGKK 261320Z 28004KT 9999 VCSH FEW007 BKN025 14/13 Q1015
EGKK,2024-10-26 13:50,EGKK 261350Z 29004KT 9999 FEW020 BKN024 14/13 Q1015
EGKK,2024-10-26 14:20,EGKK 261420Z 29005KT 250V320 8000 -RA FEW008 BKN024 14/13 Q1015
EGKK,2024-10-26 14:50,EGKK 261450Z 32003KT 280V350 8000 VCSH FEW008 BKN023 14/12 Q1015
EGKK,2024-10-26 15:20,EGKK 261520Z VRB02KT 9999 SCT009 BKN040 14/13 Q1015
EGKK,2024-10-26 15:50,EGKK 261550Z 13001KT 9999 FEW007 BKN014 14/13 Q1015
EGKK,2024-10-26 16:20,EGKK 261620Z VRB01KT 9999 BKN013 14/13 Q1015
EGKK,2024-10-26 16:50,EGKK 261650Z VRB02KT 9999 BKN016 13/13 Q1015
EGKK,2024-10-26 17:20,EGKK 261720Z VRB01KT 9999 FEW010 BKN032 13/13 Q1015
EGKK,2024-10-26 17:50,EGKK 261750Z 29003KT 8000 FEW014 BKN021 13/13 Q1015
EGKK,2024-10-26 18:20,EGKK 261820Z 18002KT 9999 FEW022 OVC026 13/13 Q1015
EGKK,2024-10-26 18:50,EGKK 261850Z VRB02KT 8000 BKN033 13/12 Q1016
EGKK,2024-10-26 19:20,EGKK 261920Z 24004KT 7000 VCFG FEW020 BKN038 13/13 Q1016
EGKK,2024-10-26 19:50,EGKK 261950Z 24003KT 7000 VCFG BKN036 13/13 Q1016
EGKK,2024-10-26 20:20,EGKK 262020Z 18002KT 7000 2000S PRFG BKN048 12/12 Q1016
EGKK,2024-10-26 20:50,EGKK 262050Z 22003KT 3000 1300W R26L/P1500N BR SCT002 12/12 Q1016
EGKK,2024-10-26 21:20,EGKK 262120Z 22003KT 0500 R26L/0500D FG BKN010 12/12 Q1016
EGKK,2024-10-26 21:50,EGKK 262150Z VRB02KT 0600 R26L/0700N FG BKN001 11/11 Q1016
EGKK,2024-10-26 22:20,EGKK 262220Z 24002KT 0300 R26L/0700D FG BKN001 10/10 Q1016
EGKK,2024-10-26 22:50,EGKK 262250Z 24002KT 0150 R26L/0400N FG VV/// 10/10 Q1016
EGKK,2024-10-26 23:20,EGKK 262320Z VRB02KT 0300 R26L/0900U FG VV/// 10/10 Q1017
EGKK,2024-10-26 23:50,EGKK 262350Z VRB02KT 0500 R26L/0600U FG BKN001 09/09 Q1017
EGKK,2024-10-27 00:20,EGKK 270020Z VRB02KT 0300 R26L/0600U FG BKN001 09/09 Q1017
EGKK,2024-10-27 00:50,EGKK 270050Z 14001KT 0500 R26L/0400N FG BKN001 08/08 Q1017
EGKK,2024-10-27 01:20,EGKK 270120Z 11001KT 2500 0700W R26L/P1500N BR BCFG FEW003 08/08 Q1018
EGKK,2024-10-27 01:50,COR EGKK 270150Z 19001KT 6000 2500W R26L/1400U VCFG FEW002 07/07 Q1018
EGKK,2024-10-27 02:20,COR EGKK 270220Z 27003KT 2500 R26L/1400U BR VCFG FEW002 05/05 Q1018
EGKK,2024-10-27 02:50,EGKK 270250Z VRB01KT 1600 BR VCFG NSC 05/05 Q1018
EGKK,2024-10-27 03:20,EGKK 270320Z VRB01KT 5000 R26L/1200U BR VCFG NSC 05/05 Q1018
EGKK,2024-10-27 03:50,EGKK 270350Z 23001KT 7000 VCFG NSC 05/05 Q1018
EGKK,2024-10-27 04:20,EGKK 270420Z 28002KT 9999 VCFG NSC 05/05 Q1019
EGKK,2024-10-27 04:50,EGKK 270450Z 26002KT 9999 MIFG VCFG NSC 04/04 Q1019
EGKK,2024-10-27 05:20,EGKK 270520Z 00000KT 9999 VCFG NSC 05/05 Q1019
EGKK,2024-10-27 05:50,EGKK 270550Z 31001KT 9999 FEW029 05/05 Q1020
EGKK,2024-10-27 06:20,EGKK 270620Z VRB01KT 9999 1500N VCFG FEW012 SCT026 05/05 Q1020
EGKK,2024-10-27 06:50,EGKK 270650Z VRB02KT 9999 SCT024 06/06 Q1021
EGKK,2024-10-27 07:20,EGKK 270720Z 20002KT 9999 VCFG FEW023 07/07 Q1021
EGKK,2024-10-27 07:50,EGKK 270750Z 18001KT 9999 VCFG FEW024 07/07 Q1021
EGKK,2024-10-27 08:20,EGKK 270820Z 21001KT CAVOK 09/09 Q1022
EGKK,2024-10-27 08:50,EGKK 270850Z 30003KT 250V350 CAVOK 09/09 Q1022
EGKK,2024-10-27 09:20,EGKK 270920Z VRB02KT CAVOK 11/10 Q1022
EGKK,2024-10-27 09:50,EGKK 270950Z 31003KT 280V350 CAVOK 12/09 Q1023
EGKK,2024-10-27 10:20,EGKK 271020Z 33004KT 280V010 9999 FEW012 13/09 Q1023
EGKK,2024-10-27 10:50,EGKK 271050Z VRB02KT 9999 FEW016 13/10 Q1023
EGKK,2024-10-27 11:20,EGKK 271120Z VRB02KT 9999 FEW016 14/10 Q1023
EGKK,2024-10-27 11:50,EGKK 271150Z VRB01KT 9999 FEW020 15/10 Q1023
EGKK,2024-10-27 12:20,EGKK 271220Z 32004KT 270V020 9999 FEW020 15/10 Q1023
EGKK,2024-10-27 12:50,EGKK 271250Z VRB03KT 9999 FEW024 15/09 Q1023
EGKK,2024-10-27 13:20,EGKK 271320Z VRB02KT 9999 FEW024 15/09 Q1023
EGKK,2024-10-27 13:50,EGKK 271350Z VRB02KT 9999 FEW028 16/09 Q1022
EGKK,2024-10-27 14:20,EGKK 271420Z 22004KT 170V250 9999 FEW028 16/10 Q1022
EGKK,2024-10-27 14:50,EGKK 271450Z 21006KT 9999 FEW028 16/10 Q1023
EGKK,2024-10-27 15:20,EGKK 271520Z 21004KT 170V240 9999 FEW026 14/10 Q1023
EGKK,2024-10-27 15:50,EGKK 271550Z 21005KT 9999 FEW027 14/10 Q1023
EGKK,2024-10-27 16:20,EGKK 271620Z 21004KT 9999 SCT029 14/11 Q1023
EGKK,2024-10-27 16:50,EGKK 271650Z 21005KT 9999 FEW029 13/10 Q1023
EGKK,2024-10-27 17:20,EGKK 271720Z 19004KT CAVOK 12/10 Q1023
EGKK,2024-10-27 17:50,EGKK 271750Z 19004KT CAVOK 12/10 Q1024
EGKK,2024-10-27 18:20,EGKK 271820Z 20004KT CAVOK 12/11 Q1024
EGKK,2024-10-27 18:50,EGKK 271850Z 20004KT CAVOK 12/11 Q1024
EGKK,2024-10-27 19:20,EGKK 271920Z 20004KT CAVOK 11/10 Q1024
EGKK,2024-10-27 19:50,EGKK 271950Z 22004KT CAVOK 11/10 Q1024
EGKK,2024-10-27 20:20,EGKK 272020Z 20004KT CAVOK 11/10 Q1024
EGKK,2024-10-27 20:50,EGKK 272050Z 19003KT CAVOK 11/10 Q1024
EGKK,2024-10-27 21:20,EGKK 272120Z 19004KT CAVOK 11/11 Q1024
EGKK,2024-10-27 21:50,EGKK 272150Z 22004KT CAVOK 11/11 Q1024
EGKK,2024-10-27 22:20,EGKK 272220Z 22004KT CAVOK 11/10 Q1024
EGKK,2024-10-27 22:50,EGKK 272250Z 19003KT 150V230 CAVOK 11/10 Q1024
EGKK,2024-10-27 23:20,EGKK 272320Z 21004KT 170V230 CAVOK 11/11 Q1023
EGKK,2024-10-27 23:50,EGKK 272350Z 21004KT 180V240 CAVOK 12/11 Q1023
EGKK,2024-10-28 00:20,EGKK 280020Z 22005KT 190V250 CAVOK 12/11 Q1023
EGKK,2024-10-28 00:50,EGKK 280050Z 22007KT CAVOK 12/11 Q1023
EGKK,2024-10-28 01:20,EGKK 280120Z 22007KT 180V240 CAVOK 12/11 Q1023
EGKK,2024-10-28 01:50,EGKK 280150Z 22006KT CAVOK 12/11 Q1023
EGKK,2024-10-28 02:20,EGKK 280220Z 23006KT CAVOK 12/11 Q1023
EGKK,2024-10-28 02:50,EGKK 280250Z 22006KT CAVOK 12/11 Q1022
EGKK,2024-10-28 03:20,EGKK 280320Z 23007KT 9999 -RA NSC 12/11 Q1022
EGKK,2024-10-28 03:50,EGKK 280350Z 22006KT 9999 -RA NSC 12/11 Q1022
EGKK,2024-10-28 04:20,EGKK 280420Z 22007KT 9999 -RA FEW014 12/11 Q1022
EGKK,2024-10-28 04:50,EGKK 280450Z 22006KT 9999 -RA FEW014 12/11 Q1022
EGKK,2024-10-28 05:20,EGKK 280520Z 22006KT 9999 BKN049 12/11 Q1022
EGKK,2024-10-28 05:50,EGKK 280550Z 22006KT 9999 FEW019 12/11 Q1022
EGKK,2024-10-28 06:20,EGKK 280620Z 21006KT 9999 FEW020 12/11 Q1022
EGKK,2024-10-28 06:50,EGKK 280650Z 19005KT 9999 FEW030 12/11 Q1022
EGKK,2024-10-28 07:20,EGKK 280720Z 22005KT 190V260 9999 SCT031 12/11 Q1022
EGKK,2024-10-28 07:50,EGKK 280750Z 22005KT CAVOK 12/11 Q1022
EGKK,2024-10-28 08:20,EGKK 280820Z 21006KT 170V230 9999 FEW012 13/11 Q1022
EGKK,2024-10-28 08:50,EGKK 280850Z 22008KT 180V250 9999 SCT012 13/12 Q1023
EGKK,2024-10-28 09:20,EGKK 280920Z 21008KT 180V240 9999 BKN011 14/12 Q1022
EGKK,2024-10-28 09:50,EGKK 280950Z 22010KT 9999 BKN011 14/12 Q1023
EGKK,2024-10-28 10:20,EGKK 281020Z 22009KT 9999 BKN011 14/12 Q1023
EGKK,2024-10-28 10:50,EGKK 281050Z 21008KT 9999 BKN012 14/13 Q1023
EGKK,2024-10-28 11:20,EGKK 281120Z 21008KT 170V240 9999 BKN012 15/13 Q1022
EGKK,2024-10-28 11:50,EGKK 281150Z 22010KT 9999 BKN013 15/13 Q1022
EGKK,2024-10-28 12:20,EGKK 281220Z 21009KT 170V240 9999 BKN013 15/13 Q1022
EGKK,2024-10-28 12:50,EGKK 281250Z 21009KT 190V250 9999 VCSH BKN012 15/13 Q1021
EGKK,2024-10-28 13:20,EGKK 281320Z 22008KT 8000 -DZ BKN011 15/13 Q1021
EGKK,2024-10-28 13:50,EGKK 281350Z 22008KT 3200 -RADZ SCT008 BKN012 14/13 Q1021
EGKK,2024-10-28 14:20,EGKK 281420Z 21007KT 7000 -RADZ SCT007 BKN012 14/14 Q1021
EGKK,2024-10-28 14:50,EGKK 281450Z 21006KT 180V250 3100 -DZRA BKN006 14/14 Q1021
EGKK,2024-10-28 15:20,EGKK 281520Z 21008KT 4000 -DZ BKN006 14/14 Q1021
EGKK,2024-10-28 15:50,EGKK 281550Z 21007KT 4500 -DZ BKN006 14/14 Q1021
EGKK,2024-10-28 16:20,EGKK 281620Z 21008KT 4800 -DZ BKN005 OVC007 14/14 Q1021
EGKK,2024-10-28 16:50,EGKK 281650Z 22007KT 180V240 3400 -RADZ BKN004 14/14 Q1021
EGKK,2024-10-28 17:20,EGKK 281720Z 21006KT 4500 -DZ BKN005 14/14 Q1022
EGKK,2024-10-28 17:50,EGKK 281750Z 21005KT 9999 BKN006 14/14 Q1022
EGKK,2024-10-28 18:20,EGKK 281820Z 22006KT 7000 BKN006 14/14 Q1022
EGKK,2024-10-28 18:50,EGKK 281850Z 22006KT 2600 -RADZ BKN004 14/14 Q1022
EGKK,2024-10-28 19:20,EGKK 281920Z 21005KT 180V250 6000 -DZ BKN004 14/14 Q1022
EGKK,2024-10-28 19:50,EGKK 281950Z 22005KT 180V240 8000 BKN006 14/14 Q1022
EGKK,2024-10-28 20:20,EGKK 282020Z 21006KT 4800 BR BKN005 15/14 Q1022
EGKK,2024-10-28 20:50,EGKK 282050Z 21006KT 180V240 8000 SCT005 BKN006 15/14 Q1022
EGKK,2024-10-28 21:20,EGKK 282120Z 22006KT 8000 BKN005 15/14 Q1022
EGKK,2024-10-28 21:50,EGKK 282150Z 23006KT 4900 -DZ BKN004 15/14 Q1022
EGKK,2024-10-28 22:20,EGKK 282220Z 23005KT 3000 -RADZ BKN004 15/14 Q1022
EGKK,2024-10-28 22:50,EGKK 282250Z 23006KT 9999 BKN004 15/15 Q1022
EGKK,2024-10-28 23:20,EGKK 282320Z 23005KT 9999 BKN005 15/14 Q1022
EGKK,2024-10-28 23:50,EGKK 282350Z 22004KT 9999 SCT006 BKN014 15/14 Q1023
EGKK,2024-10-29 00:20,EGKK 290020Z 22004KT 9999 BKN005 SCT013 15/14 Q1023
EGKK,2024-10-29 01:20,EGKK 290120Z 23003KT 3500 -RADZ BKN003 15/14 Q1023
EGKK,2024-10-29 01:50,EGKK 290150Z 22003KT 2400 DZ BKN006 14/14 Q1023
EGKK,2024-10-29 02:20,EGKK 290220Z 27004KT 2300 -DZ BKN005 14/14 Q1022 REDZ
EGKK,2024-10-29 02:50,EGKK 290250Z 25005KT 8000 -RA FEW003 BKN012 14/14 Q1022
EGKK,2024-10-29 03:20,EGKK 290320Z 23003KT 9999 BKN012 14/14 Q1022
EGKK,2024-10-29 03:50,EGKK 290350Z 21003KT 9999 BKN014 14/14 Q1022
EGKK,2024-10-29 04:20,EGKK 290420Z 26005KT 4500 -DZ FEW008 BKN013 14/14 Q1023
EGKK,2024-10-29 04:50,EGKK 290450Z 24003KT 9999 FEW005 BKN014 14/13 Q1023
EGKK,2024-10-29 05:20,EGKK 290520Z 21003KT 9999 BKN016 13/13 Q1023
EGKK,2024-10-29 05:50,EGKK 290550Z 21004KT 9000 -RA BKN018 13/13 Q1023
EGKK,2024-10-29 06:20,EGKK 290620Z 22003KT 190V250 9999 FEW014 SCT019 BKN027 13/13 Q1023
EGKK,2024-10-29 06:50,EGKK 290650Z VRB02KT 9999 FEW012 SCT018 13/13 Q1023
EGKK,2024-10-29 07:20,EGKK 290720Z 22002KT 9999 FEW006 BKN020 13/13 Q1024
